user_id,used_before,age_group,gender,time,freq_use,style,style,style,style,style,style,style,style,style,color,color,color,color,color,color,color,color,color,mbti,purpose,purpose,purpose,purpose,purpose,purpose,purpose, 
503,Yes,20s,M,morning,daily,,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,ENFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,,unique_style,50k_to_100k
504,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,,,INTP,,mood_boost,,,,,unique_style,50k_to_100k
505,Yes,20s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,vintage,,,,,black,,blue,,,,,,ENFP,good_impression,,self_satisfaction,date_or_social,formal_occasion,,,above_200k
506,Yes,30s,F,anytime,daily,,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",,,,,,,INFJ,,mood_boost,self_satisfaction,date_or_social,,,unique_style,above_200k
507,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,,,,"pink, coral",,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
508,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,INFP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
509,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,blue,,,,,,INTJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
510,Yes,20s,F,morning,daily,casual,"minimal, simple",street,,,,,,,,,,blue,"pink, coral",,,,,ISFP,,mood_boost,self_satisfaction,,,,,above_200k
511,Yes,30s,M,evening,seasonal,casual,"minimal, simple",,"classic, suit",,,,,,,,"beige, brown",,,red,,,,ESFJ,good_impression,,,date_or_social,formal_occasion,,,100k_to_200k
512,Yes,30s,M,evening,rarely,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ESTJ,,,,date_or_social,,,,50k_to_100k
513,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,white,black,,blue,,,,,,INFJ,,,self_satisfaction,,,,,100k_to_200k
514,Yes,30s,M,anytime,daily,casual,"minimal, simple",,"classic, suit","romantic, lovely",,sporty,,freestyle,white,black,"beige, brown",blue,"pink, coral",red,"green, mint",,,ESFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,above_200k
515,Yes,30s,M,morning,rarely,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISTJ,,,,date_or_social,,,,100k_to_200k
516,Yes,30s,M,morning,weekly,,,street,"classic, suit",,,sporty,,,,black,,,"pink, coral",,"green, mint",,,ENFJ,good_impression,,self_satisfaction,date_or_social,formal_occasion,,,50k_to_100k
517,Yes,30s,M,morning,daily,casual,"minimal, simple",street,,,,,,freestyle,,black,"beige, brown",,,red,,,,ENFP,good_impression,mood_boost,,,,,,100k_to_200k
518,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,,,,ISFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
519,Yes,40s,M,morning,rarely,,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,INTJ,good_impression,,,,,,,50k_to_100k
520,Yes,30s,M,morning,weekly,casual,"minimal, simple",,,,,,,freestyle,,black,,,,,,,,INTP,,mood_boost,self_satisfaction,,,,,50k_to_100k
521,Yes,40s,M,morning,weekly,,"minimal, simple",,"classic, suit","romantic, lovely",,,,,,black,,blue,,,"green, mint",,,ENTP,good_impression,mood_boost,,,,,,50k_to_100k
522,Yes,30s,F,anytime,daily,,,,"classic, suit",,,,,,,black,,blue,,,,,,INTP,good_impression,,self_satisfaction,,,,,100k_to_200k
523,Yes,40s,M,morning,daily,,,,,,vintage,sporty,,freestyle,white,black,,,,,,,,ESFP,good_impression,,self_satisfaction,,,,,50k_to_100k
524,Yes,30s,M,morning,weekly,casual,,,,,,,,,white,black,"beige, brown",,,,,,,ISFJ,,,,,formal_occasion,,,50k_to_100k
525,Yes,20s,M,morning,weekly,casual,,,"classic, suit",,,,,,,black,"beige, brown",,,,,,,INFP,good_impression,,,,,,,50k_to_100k
526,Yes,40s,M,morning,rarely,casual,,,,,,,,,,black,,,,,,,,ENTP,good_impression,mood_boost,,,,,,50k_to_100k
527,Yes,20s,F,morning,weekly,,"minimal, simple",,,,,,"modern, chic",,white,black,,,,,,,,ENTJ,,,self_satisfaction,,,,,above_200k
528,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,vintage,,,freestyle,,black,"beige, brown",blue,,,,,,ISFJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
529,Yes,40s,M,morning,daily,,,street,,"romantic, lovely",,sporty,,,,,"beige, brown",,"pink, coral",,"green, mint",,,INFJ,good_impression,mood_boost,,,,,,50k_to_100k
530,Yes,20s,M,anytime,rarely,casual,"minimal, simple",,,,,,,,,black,,blue,,,,,,ESTJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,50k_to_100k
531,Yes,30s,M,morning,daily,casual,"minimal, simple",street,,"romantic, lovely",,,,,,,,,,,,,,ENTP,good_impression,,self_satisfaction,date_or_social,formal_occasion,,,above_200k
532,Yes,40s,F,morning,weekly,casual,,,"classic, suit",,,sporty,"modern, chic",,white,,,,,,"green, mint",purple,,ISFP,,,,,formal_occasion,,,100k_to_200k
533,Yes,40s,M,anytime,daily,casual,,,"classic, suit",,,,,,white,,"beige, brown",blue,,,,,,ENFP,good_impression,,,date_or_social,formal_occasion,,,above_200k
534,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,freestyle,white,,"beige, brown",,,,,,"yellow, orange",ISFP,,mood_boost,self_satisfaction,,,,,100k_to_200k
535,Yes,30s,F,morning,weekly,casual,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,,"yellow, orange",ENFP,good_impression,mood_boost,,date_or_social,formal_occasion,,,100k_to_200k
536,Yes,20s,M,morning,seasonal,,,,"classic, suit",,,,,,,,,blue,,,,,,ENFJ,good_impression,,,,,,,above_200k
537,Yes,40s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,black,,blue,,red,,,,ENFP,good_impression,,,,formal_occasion,,unique_style,100k_to_200k
538,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ISTP,good_impression,,,,,,,below_50k
539,Yes,40s,M,morning,weekly,,,,"classic, suit",,,,,,,black,,,"pink, coral",red,,purple,,ESFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
540,Yes,30s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,,"beige, brown",,,,,,,ENFP,good_impression,mood_boost,,,,,,50k_to_100k
541,Yes,20s,M,morning,weekly,casual,"minimal, simple",street,,,vintage,,,freestyle,white,black,,,,,,,,ESTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
542,Yes,30s,F,morning,daily,,"minimal, simple",,,,,,,,white,,,blue,,,,,,INFJ,,,self_satisfaction,,,,,50k_to_100k
543,Yes,40s,F,morning,daily,casual,,,,"romantic, lovely",,,"modern, chic",freestyle,white,black,,,,,"green, mint",,,ISTP,good_impression,mood_boost,self_satisfaction,,,,,50k_to_100k
544,Yes,30s,M,morning,weekly,casual,,,"classic, suit",,,,,,white,,,blue,,,,,,ENTP,good_impression,mood_boost,,,,,,50k_to_100k
545,Yes,30s,F,morning,daily,casual,,,"classic, suit","romantic, lovely",,,,,white,,"beige, brown",,"pink, coral",,"green, mint",,,ESFJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
546,Yes,30s,F,morning,weekly,casual,"minimal, simple",street,,,,,,,white,black,"beige, brown",,,,,,,ISTP,,,self_satisfaction,,,,,100k_to_200k
547,Yes,30s,M,morning,daily,casual,,,,,,,,,white,black,,,,,,,,ESTP,good_impression,mood_boost,,,,,,100k_to_200k
548,Yes,30s,F,morning,rarely,casual,,,,"romantic, lovely",,,,,,black,,,"pink, coral",,,,,ISTJ,good_impression,,,,,,,50k_to_100k
549,Yes,30s,F,anytime,weekly,casual,"minimal, simple",street,,,,,"modern, chic",,white,black,"beige, brown",,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
550,Yes,20s,F,morning,daily,,"minimal, simple",,,"romantic, lovely",,,,,white,black,,blue,"pink, coral",,,purple,,ENTP,,,self_satisfaction,,,,,above_200k
551,Yes,30s,F,morning,daily,casual,"minimal, simple",,"classic, suit","romantic, lovely",,,,,white,black,"beige, brown",blue,,,,,,ESFJ,,mood_boost,,,,,,100k_to_200k
552,Yes,20s,M,morning,daily,,"minimal, simple",,"classic, suit",,,,,,,black,,,,,,,,ENTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
553,Yes,30s,M,morning,rarely,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISTJ,,mood_boost,self_satisfaction,date_or_social,,,,below_50k
554,Yes,30s,M,morning,daily,casual,,,,,vintage,,,,,,,,,,"green, mint",,,ESFJ,good_impression,,,,,,unique_style,above_200k
555,Yes,20s,M,morning,daily,,"minimal, simple",,"classic, suit",,vintage,,,,white,black,"beige, brown",blue,,,,,,ENTP,good_impression,mood_boost,self_satisfaction,,,,unique_style,above_200k
556,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,"modern, chic",,white,,"beige, brown",,"pink, coral",,"green, mint",,,INFJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
557,Yes,40s,F,morning,daily,casual,,,"classic, suit",,,,,,,black,,,,,,,,INTJ,,,self_satisfaction,,,,,50k_to_100k
558,Yes,40s,F,morning,daily,,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,"pink, coral",,"green, mint",,,ESFP,good_impression,,self_satisfaction,,,,unique_style,above_200k
559,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,ISTP,,,self_satisfaction,,,,,50k_to_100k
560,Yes,30s,M,morning,daily,casual,,,,,,,,,white,,,,,,,,,ESTJ,good_impression,,,,,,,50k_to_100k
561,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,,,,black,,,,,"green, mint",,,ISTP,good_impression,,self_satisfaction,date_or_social,,,,50k_to_100k
562,Yes,40s,M,morning,rarely,casual,,,,,,,,,,,"beige, brown",,,,,,,ISTJ,,,self_satisfaction,,,,,100k_to_200k
563,Yes,30s,M,morning,rarely,casual,,,"classic, suit",,,,,freestyle,white,black,"beige, brown",,,,,,,ENFJ,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
564,Yes,30s,M,morning,weekly,casual,"minimal, simple",,,,,,"modern, chic",freestyle,white,black,"beige, brown",,,,"green, mint",,,ISTP,,mood_boost,self_satisfaction,,,,,100k_to_200k
565,Yes,30s,M,anytime,daily,,,street,,,vintage,,,,,,"beige, brown",,,red,,,"yellow, orange",ENTJ,,mood_boost,self_satisfaction,,,,,100k_to_200k
566,Yes,40s,M,morning,rarely,,,,"classic, suit",,,,"modern, chic",freestyle,white,black,"beige, brown",,,,,,,ESTJ,good_impression,,self_satisfaction,,,,unique_style,100k_to_200k
567,Yes,20s,F,anytime,rarely,casual,"minimal, simple",,,"romantic, lovely",,,"modern, chic",,white,black,,blue,,,,,,ISTP,good_impression,mood_boost,,date_or_social,,,,above_200k
568,Yes,40s,M,morning,weekly,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,INTP,good_impression,mood_boost,,,,,,below_50k
569,Yes,20s,F,morning,daily,casual,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,,"yellow, orange",ISFJ,good_impression,mood_boost,self_satisfaction,,,,unique_style,100k_to_200k
570,Yes,40s,M,evening,rarely,casual,,,,,,,,freestyle,white,black,,blue,,,"green, mint",,,ISTJ,good_impression,,,date_or_social,,,,50k_to_100k
571,Yes,20s,F,morning,weekly,casual,,,,,,sporty,,,white,black,"beige, brown",,,,,,,ENFP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
572,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,,,sporty,,,white,,"beige, brown",blue,,,"green, mint",,,ENTP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
573,Yes,20s,F,anytime,daily,,,,"classic, suit",,,,,,white,black,"beige, brown",,"pink, coral",,,,,INFJ,good_impression,mood_boost,self_satisfaction,,,,,above_200k
574,Yes,30s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",,,,,,,ISFJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
575,Yes,40s,F,anytime,weekly,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,,,ESFP,good_impression,mood_boost,,,,,,50k_to_100k
576,Yes,40s,M,anytime,rarely,casual,,,,,,,,,white,,,,"pink, coral",red,,,,ENFP,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
577,Yes,30s,M,morning,daily,casual,,,,,,,,,,,,,,red,,,,INTJ,good_impression,,,,,,,100k_to_200k
578,Yes,40s,F,morning,weekly,,,,"classic, suit","romantic, lovely",,,"modern, chic",,,black,,blue,,,,,,ENTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
579,Yes,30s,F,morning,weekly,casual,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,purple,,ESFJ,good_impression,mood_boost,,,,,unique_style,50k_to_100k
580,Yes,40s,M,morning,daily,,,street,"classic, suit",,,,,,,black,,,,,,,,INFP,,mood_boost,,,,,,above_200k
581,Yes,40s,F,morning,daily,,,,"classic, suit",,,,"modern, chic",,,black,"beige, brown",,"pink, coral",,,,,ESTP,,,self_satisfaction,,formal_occasion,,,above_200k
582,Yes,40s,F,morning,daily,,,,"classic, suit",,,,,,,black,,,,,,,,INFP,,mood_boost,,,,,,above_200k
583,Yes,30s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,,,,blue,,,"green, mint",purple,"yellow, orange",ESTJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,unique_style,above_200k
584,Yes,30s,M,afternoon,rarely,casual,,,,,,,,,white,black,,blue,"pink, coral",,"green, mint",,,ENFP,good_impression,mood_boost,,,,,,above_200k
585,Yes,30s,M,morning,weekly,casual,,street,,,vintage,,,,white,black,,,,,,,,ENTP,good_impression,mood_boost,,date_or_social,,,,50k_to_100k
586,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,,,,white,,,,"pink, coral",,,,,ESTP,,,self_satisfaction,,,,,100k_to_200k
587,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,freestyle,,black,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
588,Yes,40s,M,evening,rarely,casual,"minimal, simple",,,,,,,,white,,,blue,,,,,,ISTJ,good_impression,,,date_or_social,,,,50k_to_100k
589,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,,,INFJ,good_impression,,self_satisfaction,,,,,50k_to_100k
590,Yes,20s,M,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,,,,ESTJ,good_impression,,,,formal_occasion,,,100k_to_200k
591,Yes,30s,F,morning,daily,,,,,,,,,freestyle,white,black,"beige, brown",,,red,,,,ISTJ,,,self_satisfaction,,,,,50k_to_100k
592,Yes,40s,M,morning,daily,casual,,,,,,,,,,,"beige, brown",,,,,,,ENTJ,,,self_satisfaction,,,,,100k_to_200k
593,Yes,40s,M,morning,weekly,casual,,,"classic, suit",,,,,freestyle,white,black,"beige, brown",,,,,,,ISFP,good_impression,,self_satisfaction,date_or_social,,special_event,,50k_to_100k
594,Yes,40s,F,morning,weekly,,"minimal, simple",,,"romantic, lovely",,,,,,,"beige, brown",,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,50k_to_100k
595,Yes,30s,M,morning,daily,casual,,,,,,,,freestyle,,black,,,,,,,,ESTJ,,mood_boost,self_satisfaction,,,,,above_200k
596,Yes,30s,M,morning,daily,casual,,,,,,,,,white,,,,,,,,,ISTJ,good_impression,,,,,,,below_50k
597,Yes,40s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,white,,"beige, brown",,,,"green, mint",,,ESFJ,,,self_satisfaction,,formal_occasion,,,50k_to_100k
598,Yes,40s,M,morning,daily,casual,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",,,red,"green, mint",,,INFJ,good_impression,mood_boost,self_satisfaction,,,,,below_50k
599,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,"beige, brown",,,,,,,INFJ,good_impression,,,,,,,below_50k
600,Yes,30s,F,morning,weekly,,"minimal, simple",,"classic, suit",,,,,,,,"beige, brown",,"pink, coral",,,,,INFP,,mood_boost,,,,,,below_50k
601,Yes,30s,F,morning,daily,,,,,,,,,freestyle,,black,,blue,,,"green, mint",,"yellow, orange",ENFP,,mood_boost,self_satisfaction,date_or_social,,,unique_style,above_200k
602,Yes,30s,M,morning,daily,casual,"minimal, simple",street,,,vintage,,,freestyle,,black,"beige, brown",,,,,purple,,ISTP,good_impression,,self_satisfaction,date_or_social,,,unique_style,above_200k
603,Yes,30s,F,morning,rarely,casual,,,,"romantic, lovely",,,,freestyle,white,,"beige, brown",,"pink, coral",,"green, mint",,"yellow, orange",ISTP,good_impression,mood_boost,self_satisfaction,date_or_social,,special_event,,above_200k
604,Yes,30s,F,morning,weekly,casual,"minimal, simple",,,"romantic, lovely",,,,,white,black,,,,,,,"yellow, orange",ISFJ,,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
605,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,,white,black,,,,,"green, mint",,,INFJ,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
606,Yes,30s,F,anytime,daily,casual,"minimal, simple",,,,,,"modern, chic",freestyle,white,,,,,,"green, mint",,,ESTP,good_impression,mood_boost,self_satisfaction,,,,,above_200k
607,Yes,30s,F,morning,daily,casual,,street,,,,sporty,,,white,,"beige, brown",,,,,purple,,INFP,,mood_boost,self_satisfaction,,,,,above_200k
608,Yes,30s,F,morning,daily,casual,,,"classic, suit",,,,"modern, chic",freestyle,white,black,,blue,,,,purple,,ESTJ,,,self_satisfaction,,formal_occasion,,,below_50k
609,Yes,30s,M,anytime,weekly,casual,,,,"romantic, lovely",,,"modern, chic",freestyle,white,black,,blue,,,,purple,,ISTJ,good_impression,mood_boost,,date_or_social,,,,100k_to_200k
610,Yes,20s,F,morning,weekly,,,,,"romantic, lovely",,,,,white,,,,"pink, coral",,,,,ESTP,,mood_boost,,,,,,100k_to_200k
611,Yes,30s,F,morning,daily,,,,"classic, suit","romantic, lovely",,,,,white,black,,,"pink, coral",,,purple,,ESFJ,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
612,Yes,40s,M,anytime,weekly,casual,,,,,,,,freestyle,,black,,,,red,,,,ESTP,,,self_satisfaction,,,,,50k_to_100k
613,Yes,30s,F,morning,daily,casual,"minimal, simple",,,,,,"modern, chic",,white,,,,"pink, coral",,,,"yellow, orange",ESTP,good_impression,mood_boost,,,,,,above_200k
614,Yes,30s,F,morning,weekly,casual,"minimal, simple",street,,,,,,,white,,,,"pink, coral",,"green, mint",,,INFP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
615,Yes,40s,M,morning,rarely,casual,,,"classic, suit",,,,,,,black,,blue,,,,,,ESTJ,good_impression,,,,,,unique_style,50k_to_100k
616,Yes,30s,M,morning,seasonal,casual,"minimal, simple",,,,,,,freestyle,white,black,,,,,,,,ESTP,good_impression,mood_boost,,date_or_social,,,,100k_to_200k
617,Yes,40s,M,morning,weekly,,,,,,,,,freestyle,,black,,blue,,,,,,ENFP,,,self_satisfaction,,,,,above_200k
618,Yes,40s,M,morning,weekly,casual,,,,,,,,,,,"beige, brown",,,,"green, mint",,,INTJ,,mood_boost,,date_or_social,,,,50k_to_100k
619,Yes,30s,M,morning,rarely,casual,,,,,vintage,,"modern, chic",,white,black,"beige, brown",,,,,,,INFP,good_impression,mood_boost,,,,,,below_50k
620,Yes,30s,F,morning,rarely,casual,"minimal, simple",,,,,,,,,black,,blue,"pink, coral",,,,,ISTJ,good_impression,mood_boost,,date_or_social,formal_occasion,,,50k_to_100k
621,Yes,30s,M,morning,rarely,casual,,,,,,,,,white,,"beige, brown",blue,"pink, coral",,,,,INTJ,,,self_satisfaction,,,,,50k_to_100k
622,Yes,30s,F,anytime,daily,,,,"classic, suit","romantic, lovely",,,,,,black,,,"pink, coral",,,,,ISFP,,mood_boost,self_satisfaction,,,,,above_200k
623,Yes,40s,F,morning,weekly,,,,"classic, suit","romantic, lovely",,,,,white,,,blue,"pink, coral",,,,,ENFP,good_impression,,,,,,,50k_to_100k
624,Yes,20s,F,morning,weekly,casual,"minimal, simple",,,,,sporty,,,white,black,,,,,,,,ESTJ,,mood_boost,,date_or_social,,,,50k_to_100k
625,Yes,20s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,purple,,ESTP,good_impression,,,,formal_occasion,,unique_style,50k_to_100k
626,Yes,40s,F,anytime,weekly,casual,,,"classic, suit",,,,,freestyle,white,black,"beige, brown",,,,"green, mint",,,ESFJ,good_impression,,self_satisfaction,date_or_social,,,,100k_to_200k
627,Yes,30s,F,morning,daily,,"minimal, simple",,,"romantic, lovely",,,,,white,black,,,"pink, coral",,,,,ISFJ,good_impression,,self_satisfaction,,formal_occasion,,unique_style,below_50k
628,Yes,40s,M,morning,daily,casual,,,,,,,,,,black,,blue,,,,,,ENFP,good_impression,,,,,,,50k_to_100k
629,Yes,40s,M,anytime,daily,,,,"classic, suit",,,,"modern, chic",,,black,,,,,,,,INFJ,good_impression,,self_satisfaction,,,,,below_50k
630,Yes,20s,F,morning,daily,casual,,,,,,,,,white,,"beige, brown",,"pink, coral",,,,,ISTP,,mood_boost,self_satisfaction,,,,,100k_to_200k
631,Yes,40s,M,morning,daily,casual,,,"classic, suit",,,,,,white,,"beige, brown",,,,,,,INFJ,,mood_boost,,,,,,above_200k
632,Yes,30s,M,morning,daily,casual,,,"classic, suit",,vintage,,,,,black,,,,,,,,ENTJ,good_impression,,,,,,,above_200k
633,Yes,30s,F,morning,seasonal,,"minimal, simple",,,,,,,,white,,"beige, brown",,,,,,"yellow, orange",ESFJ,,mood_boost,self_satisfaction,,,,,above_200k
634,Yes,40s,M,morning,weekly,casual,,,,,,sporty,,,,black,,,,,"green, mint",,,INTJ,,,self_satisfaction,,,,,100k_to_200k
635,Yes,30s,M,morning,rarely,casual,,,,,vintage,,,,white,black,,,,,,,,ISTP,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,100k_to_200k
636,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",,,,,,,INFJ,good_impression,mood_boost,,,,,,below_50k
637,Yes,30s,F,morning,daily,,"minimal, simple",,"classic, suit","romantic, lovely",,,"modern, chic",,white,,"beige, brown",,,,,,,ENTJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
638,Yes,40s,M,evening,seasonal,casual,,street,,,vintage,,,,,black,"beige, brown",,,,,,,ISTP,,mood_boost,,,,,,below_50k
639,Yes,30s,M,morning,rarely,casual,,,,,,,"modern, chic",,white,black,"beige, brown",blue,,,"green, mint",,,INTJ,good_impression,,,date_or_social,,,unique_style,100k_to_200k
640,Yes,20s,M,morning,weekly,casual,"minimal, simple",street,,,vintage,,,,white,black,,,,,"green, mint",,,INFP,good_impression,,self_satisfaction,,formal_occasion,,,50k_to_100k
641,Yes,40s,M,morning,daily,casual,,,,,,,,,white,,,,,,,,,ESFP,good_impression,,,,,,,below_50k
642,Yes,20s,F,morning,weekly,,,,,"romantic, lovely",,,,freestyle,white,black,,,,,,,,ESFP,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
643,Yes,30s,F,morning,weekly,casual,,street,,"romantic, lovely",vintage,,,freestyle,white,black,"beige, brown",,"pink, coral",,,,,ESTJ,,mood_boost,,,formal_occasion,special_event,unique_style,100k_to_200k
644,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,,,,,,,,ISFJ,good_impression,,self_satisfaction,,,,,100k_to_200k
645,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,,,,white,black,"beige, brown",blue,,,,,,INFP,good_impression,mood_boost,self_satisfaction,date_or_social,,,,50k_to_100k
646,Yes,40s,M,evening,rarely,casual,"minimal, simple",,,,,,,,white,black,,,,,,,,ISTJ,good_impression,,self_satisfaction,,,,,50k_to_100k
647,Yes,30s,F,anytime,rarely,casual,,,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,ISFP,good_impression,,,date_or_social,formal_occasion,,,below_50k
648,Yes,40s,F,morning,weekly,,"minimal, simple",,,,,,,,,,,,,red,,,,ISTJ,,,,,formal_occasion,,,100k_to_200k
649,Yes,40s,M,morning,daily,,,,"classic, suit",,,,,,white,,,,,,,,,ESFP,good_impression,mood_boost,,,,,,below_50k
650,Yes,40s,F,morning,daily,casual,"minimal, simple",,,,,,,,,black,"beige, brown",,,,,purple,,ESTJ,,mood_boost,self_satisfaction,,,,,above_200k
651,Yes,20s,F,anytime,daily,casual,"minimal, simple",,"classic, suit",,,,"modern, chic",,white,black,,,,red,,,,ESTJ,good_impression,mood_boost,self_satisfaction,date_or_social,formal_occasion,special_event,unique_style,above_200k
652,Yes,40s,F,morning,daily,casual,,,"classic, suit",,,,,freestyle,white,black,,blue,,,,,,INFJ,,,self_satisfaction,,,,,100k_to_200k
653,Yes,30s,M,anytime,rarely,,"minimal, simple",,,,,,,,,black,,blue,,,,,,ISTJ,good_impression,,,,,,,above_200k
654,Yes,30s,F,morning,rarely,,,,,,,,"modern, chic",freestyle,,black,,,,,"green, mint",,,ISFP,good_impression,mood_boost,,date_or_social,,,,100k_to_200k
655,Yes,40s,F,morning,daily,casual,"minimal, simple",,,,,,,,white,,,blue,"pink, coral",,"green, mint",,,INFJ,,mood_boost,self_satisfaction,date_or_social,,,,100k_to_200k
656,Yes,30s,M,morning,daily,casual,,,"classic, suit",,,,,,white,black,,,,,,,,ENTJ,,,self_satisfaction,,formal_occasion,,,100k_to_200k
657,Yes,20s,M,morning,weekly,casual,,,"classic, suit",,,,"modern, chic",,white,black,"beige, brown",,,,,,,ESTP,good_impression,,,date_or_social,formal_occasion,,,50k_to_100k
658,Yes,40s,F,morning,daily,,,,,,,,,freestyle,,black,,,,,,,,ISTJ,good_impression,mood_boost,self_satisfaction,,,,,100k_to_200k
659,Yes,30s,M,morning,rarely,casual,"minimal, simple",,,,,sporty,,,white,,,,,,,,,ISTJ,good_impression,mood_boost,,,,,,100k_to_200k
660,Yes,50s,M,morning,daily,casual,,,"classic, suit",,,,,,,black,,blue,,,,,,ENTP,good_impression,,self_satisfaction,,,,,below_50k
661,Yes,20s,F,morning,weekly,casual,"minimal, simple",street,,,,,,freestyle,white,black,"beige, brown",,,,,,,INFP,good_impression,mood_boost,self_satisfaction,,,,unique_style,50k_to_100k
662,Yes,40s,M,morning,rarely,casual,,,,,,,,,white,black,,blue,,,,,,ENTJ,good_impression,,,,,,,50k_to_100k
663,Yes,30s,F,morning,daily,casual,"minimal, simple",,"classic, suit",,,,,,white,black,"beige, brown",,,,,,,INTJ,good_impression,mood_boost,self_satisfaction,,formal_occasion,,,above_200k
664,Yes,30s,M,morning,daily,casual,"minimal, simple",,,,,,,freestyle,,black,"beige, brown",,,,,,,ESTP,good_impression,,self_satisfaction,date_or_social,formal_occasion,,,100k_to_200k
